Date,Open,High,Low,Close,Adj Close,Volume,RSI
2024-06-28,0.47465,0.480172,0.470267,0.470885,0.470885,937124567,48.05480961233905
2024-06-29,0.470977,0.476143,0.470915,0.471994,0.471994,402714114,36.98542412050513
2024-06-30,0.471979,0.477326,0.469997,0.475483,0.475483,465426276,40.91422659642534
2024-07-01,0.475472,0.482822,0.475074,0.476641,0.476641,813551774,25.537389991593884
2024-07-02,0.476625,0.487725,0.475913,0.48452,0.48452,844534843,43.81423457407908
2024-07-03,0.484535,0.486022,0.46259,0.46676,0.46676,1275422799,30.36262513904343
2024-07-04,0.466737,0.469004,0.432925,0.433574,0.433574,1521233429,21.30591345253214
2024-07-05,0.433448,0.433448,0.391139,0.425492,0.425492,2152542241,19.467323531675788
2024-07-06,0.425485,0.449482,0.424186,0.449053,0.449053,723560145,34.99129072982085
2024-07-07,0.449048,0.449048,0.418823,0.419823,0.419823,758268409,29.74017330834218
2024-07-08,0.419803,0.442062,0.40467,0.43148,0.43148,1537507458,36.10895853818953
2024-07-09,0.43143,0.437426,0.42795,0.435916,0.435916,986003310,37.290757204855005
2024-07-10,0.435848,0.442404,0.43175,0.439038,0.439038,967522144,40.04456200242353
2024-07-11,0.439051,0.452819,0.437115,0.449041,0.449041,1102016670,41.91691596925059
2024-07-12,0.449037,0.477413,0.445219,0.47473,0.47473,1596389224,51.06591779819362
2024-07-13,0.47472,0.563579,0.474401,0.526329,0.526329,2857057880,61.76841339218804
2024-07-14,0.526201,0.539605,0.514806,0.522863,0.522863,1570275472,60.26305300916699
2024-07-15,0.522734,0.539384,0.521159,0.537878,0.537878,1760362204,62.513435641743456
2024-07-16,0.537753,0.592527,0.534284,0.579376,0.579376,3380662320,67.04179602161663
2024-07-17,0.579373,0.636644,0.579373,0.626486,0.626486,3708255186,75.95870685900393
2024-07-18,0.626589,0.635987,0.560432,0.569574,0.569574,2986711547,70.52024865713078
2024-07-19,0.569608,0.586012,0.542638,0.573752,0.573752,2340175055,72.63677338186616
2024-07-20,0.573729,0.603782,0.571832,0.594651,0.594651,1538358691,72.41251916481433
2024-07-21,0.594653,0.607188,0.575616,0.597467,0.597467,1489477305,79.7660857908847
2024-07-22,0.59748,0.622663,0.586667,0.607637,0.607637,2052124201,79.66475028038516
2024-07-23,0.607637,0.616576,0.584276,0.597457,0.597457,1657693155,76.687140888861
2024-07-24,0.59746,0.632155,0.592577,0.618843,0.618843,1933084899,78.01390373331755
2024-07-25,0.618852,0.623824,0.586939,0.599816,0.599816,2306853709,72.8485050538726
2024-07-26,0.599814,0.608454,0.587459,0.604068,0.604068,1385845116,70.9618551220714
2024-07-27,0.604069,0.608871,0.586704,0.596795,0.596795,1007994247,63.33663913514166
2024-07-28,0.596795,0.612916,0.592157,0.601947,0.601947,916029262,64.87279401808416
2024-07-29,0.601944,0.611412,0.593301,0.602086,0.602086,1178431461,62.79084592337605
2024-07-30,0.602084,0.634965,0.596157,0.627877,0.627877,2197505659,60.306861890898276
2024-07-31,0.627861,0.657911,0.623762,0.623939,0.623939,2419022403,49.33710888903927
2024-08-01,0.623934,0.629433,0.571884,0.596464,0.596464,1990603913,58.26489463719293
2024-08-02,0.596463,0.596466,0.549636,0.560771,0.560771,1884164485,46.65767208573003
2024-08-03,0.560771,0.576546,0.542472,0.556391,0.556391,1325726393,39.2329686163267
2024-08-04,0.55639,0.558306,0.516428,0.523396,0.523396,1209933394,32.18170708825075
2024-08-05,0.523396,0.525283,0.433492,0.489466,0.489466,4193893853,24.489337725755718
2024-08-06,0.489458,0.518503,0.489296,0.505697,0.505697,1747524592,30.69527311896728
2024-08-07,0.505691,0.640819,0.49423,0.60081,0.60081,4286385926,47.1044256540854
2024-08-08,0.600849,0.641619,0.580908,0.617577,0.617577,3502679662,52.87274891711874
2024-08-09,0.61758,0.623707,0.569023,0.581153,0.581153,2024450473,46.64299254909889
2024-08-10,0.581151,0.601367,0.579598,0.585579,0.585579,1134054567,48.34305400438465
2024-08-11,0.585586,0.593077,0.547541,0.552932,0.552932,1202704291,43.30302856408952
2024-08-12,0.552931,0.579069,0.552163,0.568768,0.568768,1479740403,45.63496014631361
2024-08-13,0.568768,0.583113,0.563872,0.576399,0.576399,1245896255,42.918846943211015
2024-08-14,0.576408,0.581889,0.566226,0.569192,0.569192,1138569808,42.536298073645895
2024-08-15,0.569191,0.573873,0.552453,0.560955,0.560955,1163264081,44.891041301576614
2024-08-16,0.560957,0.570269,0.554828,0.564516,0.564516,1021214646,50.59371878814781
2024-08-17,0.564514,0.57054,0.562127,0.566319,0.566319,481701399,51.58691593565382
2024-08-18,0.566324,0.578752,0.563856,0.563875,0.563875,633645481,57.17059275766412
2024-08-19,0.563846,0.603718,0.562735,0.600221,0.600221,1376428800,69.45302153699157
